"V1"	"V2"
5001	45,2750733126915
5266	49,2952269469661
5002	44,5749572649573
5030	42,5472288873206
5031	42,3983313143549
5034	44,5824571338682
5036	41,2025641025641
5040	40,0426153846154
5042	41,8225845308538
5045	42,9530409823791
5659	40,6786405178979
5055	40,5656648777579
5088	44,458030261384
5607	50,7572110130307
5091	42,4384615384615
5093	41,6425655350236
5101	44,2111959134615
5120	41,5443695479778
5129	44,3601874669952
5138	42,0210442046641
5142	41,9382051282051
5145	42,3690180032733
5148	44,8833596318212
5150	43,0400591715976
5154	43,4632663711753
5190	41,4899825174825
5172	41,9060339892665
5197	43,1414988104679
5206	41,3890180032733
5209	42,4062783882784
5212	46,34748302006
5234	42,094571288584
5237	44,4534110685694
5240	43,0536550710436
5264	46,4320401337793
5541	42,8326914027149
5282	42,6190449804433
5284	42,646799620133
5308	44,7795242120517
5310	44,551396011396
5313	45,0211794871795
5318	44,8701964344668
5360	45,4265145426713
5361	40,8777250409165
5364	46,1480925155925
5376	47,5560025015635
5380	47,3853085150144
5411	41,9994770959378
5425	43,4770085470086
5440	45,9950626859328
5467	40,7107488087134
5483	40,9850607287449
5576	42,9801434159061
5579	40,9747799331104
5604	41,3916176005065
5615	45,308448341726
5631	49,0696611362494
5642	41,3222573687994
5647	41,5091406791407
5649	41,7864539496378
5656	40,6590631547441
5658	43,6723076923077
5660	41,8765693130399
5664	43,2173041144902
5667	41,469017948718
5670	41,8608773654461
5686	43,5375789632764
5690	42,2833081126524
5697	43,671255617235
5736	39,5961561701139
5756	42,0255757286192
5761	42,1693274485078
5789	44,5981107354184
5809	43,7596199095023
5847	42,2978032912361
5856	41,7495923076923
5861	42,2478355437666
5887	43,6231951511523
5890	41,6883506583507
5895	40,0190334572491
5250	41,6511643283341
8001	45,4900471942862
8573	46,129507346586
8758	44,0129323969824
8078	42,9503212594394
8433	42,6140419183466
8436	37,8520858676208
8558	41,7968065268065
8638	41,7675795696707
8634	43,7514411602717
8685	43,3132655325444
8849	40,1107692307692
13001	44,0685774152922
13052	41,5898883928571
13140	38,8240474221119
13244	41,0605914739657
13430	43,4195054945055
13468	41,8995622545623
13549	39,6157564575646
13647	39,5725154939847
13650	39,6918114143921
13654	42,8861149524633
13657	41,9932463369963
13744	42,7824382284382
13836	44,599390033659
13894	41,9084465534466
15001	47,8568897876087
15047	45,0377009507347
15087	44,5327189163038
15097	45,24819453274
15106	44,5323076923077
15162	45,6612307692308
15172	45,3817948717949
15176	45,4250342327829
15180	42,7383668639053
15183	42,8850033444816
15204	46,7275569230769
15238	48,3376487797916
15244	44,8007692307692
15276	47,5646153846154
15299	45,0081333683382
15317	43,2769230769231
15322	44,7998336798337
15332	44,0254843304843
15367	45,5592307692308
15403	45,9360291060291
15425	44,4669230769231
15455	44,8720702116675
15464	42,6224475524476
15466	45,5943862520458
15469	43,5104733727811
15491	46,6581037567084
15516	49,4785334584115
15531	43,0574358974359
15537	45,1823076923077
15542	43,259652014652
15599	46,6785336538462
15632	44,1504877250409
15638	45,2169230769231
15646	44,8126738165681
15673	43,2804175824176
15676	45,3338461538462
15693	46,1122175066313
15740	45,436788648245
15753	45,9587116948093
15757	44,3757517482518
15755	43,7067332667333
15759	48,0083259330373
15761	44,0379530638853
15774	43,5223076923077
15790	43,3403473945409
15804	45,7019397993311
15814	43,2661401911698
15835	46,646023976024
15842	44,2890985576923
15861	44,7534703196347
15407	47,7074587192912
15897	44,3180893300248
17001	46,7246095667845
17013	43,9735030822836
17042	43,4413032923684
17050	42,6219251336898
17088	42,5169288606131
17174	43,8422574234276
17272	42,7818992511913
17380	43,0893928980527
17388	43,0782230769231
17433	43,1641420118343
17442	41,0932307692308
17444	43,9416591251885
17446	42,7411923076923
17486	46,4024601205246
17513	43,5331725985457
17524	43,5234581646424
17541	44,5898051282051
17614	43,6509748107986
17616	44,6022222222222
17665	44,0846680716544
17653	44,5869631410256
17662	43,5950591715976
17777	41,5662935323383
17867	41,6096681749623
17873	45,7631230538577
17877	43,710679785331
19001	46,5624869417728
19022	42,2251304945055
19100	43,6206679594915
19110	39,2301215880893
19130	42,9985131481937
19137	41,9737853635726
19142	40,8266174055829
19532	42,178778280543
19256	43,3645384615385
19355	42,941373403924
19397	42,4853513153513
19450	43,8527055702918
19455	44,4944675444675
19473	43,2676004084411
19548	43,9709522971308
19573	41,9116302901251
19698	43,6040346679118
19743	42,4182562720299
19809	38,4593385595296
20001	44,9152456701666
20011	43,1323262197214
20175	41,589475448299
20178	41,8985037707391
20013	43,474058755315
20295	41,8161301775148
20310	43,9523076923077
20621	43,0045986622074
20443	44,4729873039582
20614	44,0793540810335
23001	45,80659776347
23068	42,035604947816
23162	44,3238531526373
23182	43,7369554493603
23189	42,7156374807988
23417	42,1071001993787
23555	43,4068966938742
23660	44,4355266529271
23670	40,3211309977152
23686	42,2551169983862
25019	43,5224459809853
25040	44,650516765286
25053	46,6947907239819
25123	45,0785463355542
25126	48,1913582009638
25151	44,9092247829991
25175	49,878309817862
25178	44,0560096153846
25181	44,9059311740891
25183	44,9010410437619
25245	44,6131782588669
25269	46,5351324644348
25290	45,4490188068445
25279	44,2149238996298
25281	43,7651566951567
25297	43,8515501757126
25307	43,6962692038165
25317	44,2503846153846
25320	44,6029347123465
25322	44,549556561086
25326	44,982808988764
25339	41,8471878940731
25372	44,21
25377	52,7695641646489
25394	42,284350132626
25398	40,9992026266417
25402	44,3396425151612
25407	44,3554876373626
25430	45,3004749360229
25436	44,1723076923077
25473	47,4519020685197
25486	44,2356436420722
25491	45,0311071171819
25513	43,7810060583807
25535	45,9494125874126
25594	43,5723351648352
25596	43,0753619909502
25649	44,6869178794179
25658	44,3131153846154
25662	43,6512170706006
25645	44,6667185978578
25736	44,2612804586718
25740	45,2713835592325
25743	42,741063034188
25745	44,9534347048301
25754	44,7713635080986
25758	48,0964711253139
25769	46,3179688493325
25772	43,2661639676113
25777	45,1549543676662
25785	44,9814197923289
25793	43,3911248966088
25815	41,825632183908
25843	45,5063810451152
25845	45,6430769230769
25851	42,86
25862	43,2129102564103
25867	44,152798690671
25873	45,4008595988539
25875	44,76164269335
25899	46,9586026349341
27001	40,7671125855277
27205	40,9786075498575
27361	40,5544748921964
41001	46,5550420499118
41013	42,040356043956
41016	41,9004694124773
41020	43,7190191467921
41026	46,7046153846154
41078	42,6681342062193
41132	43,5329305011343
41298	45,0375814578435
41306	43,4840633718613
41396	43,9846690790242
41524	44,7855631399317
41551	45,1904038920507
41615	44,0398531468531
41668	43,9891449175824
41797	44,6528166570272
41807	43,2525297619048
44001	42,8596140074759
44279	42,4897336705847
44430	42,1763941332501
44650	44,2784138342278
44847	40,5366524680531
44874	44,2209844887623
47001	43,1823407582088
47053	39,9896936114733
47058	40,7585136543673
47189	41,1630373214928
47245	41,7504486325924
47288	41,838795620438
47318	41,0207850098619
47551	42,7053500247076
47555	41,1540098482832
47798	40,6258553386912
50001	45,430314962513
50006	45,647757435415
50223	44,9737123745819
50226	44,7989774024195
50313	44,0257502067825
50318	44,7548
50606	45,8286409350367
50689	45,0075417548812
52001	47,8783211787247
52022	46,7271428571429
52036	47,1306549885758
52079	40,3038492307692
52110	45,6656123481781
52215	44,8682692307692
52227	44,3928133541585
52260	46,2523426573427
52317	46,9453475935829
52320	47,9124013806706
52323	46,1765384615385
52356	47,4700822976151
52378	44,9570126660488
52399	44,787922051282
52411	45,4716336241079
52585	47,7635032967033
52573	46,018869165023
52612	42,97643017177
52678	45,8304086538461
52683	45,7184258241758
52019	44,6349565217391
52687	44,9107441471572
52693	46,4374538911381
52786	44,2916947115385
52788	45,7484961884962
52835	40,2420532878682
52838	46,7154022582922
52885	44,7573889490791
54001	45,077655746987
54405	44,9916542711432
54099	46,1273596673597
54810	42,6701616031028
54003	44,4336588628762
54128	43,9410434120335
54172	45,909429168117
54174	47,7846153846154
54206	43,4177644230769
54223	43,5091010194625
54239	43,4023076923077
54245	42,8840934065934
54261	42,1663276258625
54313	43,5664387464387
54418	43,0446153846154
54498	46,3636277673546
54518	48,0200277744234
54599	44,1838461538462
54720	42,2137237762238
54800	40,9098089829633
54820	44,3971681749623
54871	43,0282051282051
54874	44,0360685600729
63001	46,0974372602847
63130	44,479052581338
63111	42,5592867132867
63190	44,5399755022048
63212	43,2675
63272	44,5467605633803
63302	43,9203555878084
63470	43,338257918552
63548	42,5883355063016
63594	43,9411849351572
63690	51,5993970893971
63401	44,0543486937591
66001	45,6112306496922
66045	42,0036609377607
66075	41,1931741821397
66088	42,8848104008667
66170	46,7272147283996
66318	42,6211268191268
66383	42,5463461538462
66400	44,9738629676335
66440	43,9703015734266
66456	42,5005700549451
66572	39,0930005455537
66594	44,0237526959022
66682	45,4907369929256
66687	46,3349723076923
68001	48,2453996741992
68077	44,442711645896
68079	46,9169507969508
68081	45,5192179532626
68101	43,7942928039702
68147	42,8097345132743
68152	42,6834042553191
68162	44,6262678062678
68167	48,182290444981
68207	43,8589038461539
68211	45,3997435897436
68229	43,0554140395124
68276	48,3714336
68307	45,2762082121227
68318	42,0604362801378
68320	47,0052618657938
68327	44,2161538461539
68377	43,9945392231531
68406	45,3032926249009
68432	46,8876231633535
68444	41,5788726790451
68464	44,0957371794872
68500	45,4103760683761
68502	41,6837205651491
68547	45,5335408316197
68572	45,525550397878
68575	40,915893025893
68615	43,3426348364279
68669	42,6981420765027
68679	46,2148360952312
68684	48,6973755656109
68689	44,0005381313965
68755	45,7850093482906
68770	44,1383188996434
68773	44,4557918552036
68820	42,9704519230769
68861	45,5393072145246
68872	45,2875410913873
68895	44,8346153846154
70001	45,4573061576827
70215	44,8513907692308
70702	41,6410856864654
70708	43,1453158868623
70717	44,2297621254248
70742	43,5736813186813
70820	45,4382972898987
70823	41,8045721997301
73001	45,9020822018125
73024	45,0073578595318
73026	42,2236752136752
73030	41,0769551282051
73067	42,4428986245543
73124	43,6902171215881
73168	42,1847317031754
73217	39,8195822720326
73226	41,8708676923077
73236	43,9561612426036
73268	43,4690461832622
73270	45,4061052631579
73283	43,4446312217195
73319	41,4351884700665
73347	43,837133825079
73349	43,4496681749623
73352	43,4054036087369
73408	42,0236947304664
73411	45,4125519189234
73443	44,6086364310064
73449	44,4410321514423
73483	41,4771419098143
73504	42,0701823517082
73563	43,2898617788462
73585	41,7420145530145
73624	43,6508484648399
73675	43,2622168382798
73686	44,5113752913753
73861	45,0922451532208
73870	43,5410037523452
73873	43,1498524762908
76001	46,0595997136447
76020	41,6429038461538
76036	43,939128959276
76041	43,0093947963801
76054	42,5785145888594
76100	43,7618472004186
76109	41,7070698749067
76111	45,9010142412332
76113	42,6159850581074
76122	43,1297765363129
76130	44,1520578213733
76147	44,0747254729636
76126	44,2662237762238
76233	42,9013751721424
76243	42,444933855953
76246	43,4081538461538
76248	42,5368559970835
76250	47,4624339839265
76275	43,1996416083916
76306	46,0298294465715
76318	42,6044461538462
76364	44,0485011895321
76400	43,2697423716426
76403	43,1702449505801
76497	41,4269690011481
76520	46,8596835876674
76563	43,9266832245245
76606	44,5653059033989
76622	45,8680201048951
76670	42,8306232453678
76736	44,701435669008
76823	42,3753500432152
76828	43,3029909502262
76834	44,8410491909006
76863	43,3040900562852
76890	43,2385618729097
76892	44,2265529207635
76895	41,8499908786865
91001	42,273188034188
81001	43,697664678179
18001	44,3598490404119
