"V1"	"V2"
18247	43,0351950315973
18256	42,6799196326062
18753	42,5361951833213
88001	44,3768159304559
86001	45,6138986760039
86568	43,2918126022913
86749	46,7065397478775
11001	NA
25214	52,8684697435897
25799	47,4242721257237
52381	46,3824933687003
86755	44,5982840236686
52210	46,6313736263736
19807	44,2895160839161
5321	43,9579654403567
5368	45,6198572086596
5400	43,7228933002481
5885	42,9392307692308
5679	43,1280747981301
15272	46,1488615384615
15572	42,8414067148321
15798	46,3730769230769
19318	39,4523368468267
25148	43,5031360946746
25200	45,1719784615385
25286	45,2602299762094
25572	46,2673698354048
25878	42,7526570218772
25885	39,8129025641026
73275	41,2489760914761
5079	43,4284787922358
25805	43,5085953177257
25312	43,1892307692308
85250	43,6961447320452
25841	44,2030769230769
86573	43,837027027027
54377	45,8253846153846
70235	44,7848132664437
25001	43,5941992433796
76616	43,0198981900452
54660	43,2604996034893
25898	42,5932560590095
15686	44,2255301455301
81736	44,7948017034868
15696	43,1769230769231
70429	40,6177734735289
23586	40,9532118758435
15720	45,2669230769231
73043	44,26525
54480	47,4515384615385
73678	43,9360361496427
23807	42,073141928494
25035	43,0420979020979
15296	42,9207435897436
15248	45,4165967365967
73520	43,0202197802198
5854	41,5555384615385
19517	42,4311287205257
73616	43,3483811710677
15189	42,6864171864172
15325	45,6369970414201
5347	41,7001428571429
19075	42,4449150849151
97001	41,7093782929399
73671	42,1532391102873
85010	44,3234220532319
50573	42,969220202874
18592	42,4952682372978
27787	39,9675646345356
17495	42,7338461538462
94001	44,9813193202147
25871	44,2169230769231
8296	43,9530338461538
68780	46,9112655086849
86219	46,5883673469388
86760	42,600451366815
41319	42,6033188195452
70713	40,9499584947427
85162	44,8377764423077
52352	44,095187539733
19392	41,447972027972
52224	44,2167983367983
20710	44,6440692307692
25839	42,7594391025641
25599	41,6241806020067
18410	42,2039058355438
15022	43,6184615384615
15131	45,4955448717949
70124	40,2610375670841
41885	43,8473177257525
52233	42,1680175109443
25154	43,0396383957923
13673	41,9603649635037
68686	44,5744117647059
15480	43,010796460177
68397	46,3449607535322
54743	46,6253021978022
19212	42,3471418701059
73547	44,3132867132867
50287	41,9531848852901
5585	41,3388854895105
8137	39,1259174484053
23570	42,4213278106509
70508	40,9592527472527
41548	43,2757183257919
81794	43,8320954045954
25524	41,7916666666667
25807	44,7815384615385
85400	42,4814409534128
88564	43,45
70204	41,1332673992674
5315	42,6725854700855
85139	42,7604017094017
99001	42,3306739278421
5059	42,9521153846154
85001	44,8616755652231
70670	41,7168695925751
25386	46,2668027503223
47692	41,3035680473373
68190	41,9303484549638
73555	41,3146108597285
18094	42,212573964497
44078	42,0601343836886
23464	41,718717948718
70110	43,697995951417
81065	43,9815811965812
86569	42,081459721381
5495	40,0906826286297
5004	40,4509814323607
5021	42,0226373626374
5113	44,2844543828265
15820	43,1728477905074
19418	37,8587980769231
20228	41,761095684803
70400	44,3011217948718
54347	46,4469230769231
25299	45,3023076923077
23678	42,7571659919028
23855	41,67466574058
25817	46,1554185974668
8520	44,5877724810401
5086	43,7273931623932
41357	44,6884959816303
41006	43,0297426035503
68468	42,5279807692308
20787	40,9694663894664
19622	43,123442498096
15879	44,3392307692308
15763	44,4057963163597
15380	43,0653846153846
15514	45,3709328968903
8372	41,6350607287449
13780	40,6784134615385
13760	39,8504249084249
13442	41,5182623236877
13074	39,9084665012407
13433	39,3051554487179
5543	42,3105948717949
5038	40,4989281210593
5893	41,3990102205487
5306	42,8382211538462
13473	41,4093487993488
23675	42,5011750062235
23466	44,3401373903594
47675	40,6698951048951
70473	43,6444807692308
68266	47,0916059379217
54670	41,3661538461538
27245	44,9150549450549
27075	40,8770512820513
25120	41,7868541905855
25506	42,5643535188216
27495	41,1384615384615
85440	43,4278346935232
8421	39,4875861175861
95001	43,5200868828142
68368	43,6907692307692
5490	40,3921639898563
50711	41,7776687116564
76869	43,7144069015097
52240	45,3911632270169
52354	45,4965260545906
52418	45,0730512820513
52506	44,3781118881119
52720	45,9459061277705
86885	44,6083053193593
86320	43,7103633387889
52565	42,9984615384615
52207	45,1666845557543
52560	45,7077692307692
52203	45,7975406283857
25426	45,2230942091616
85300	42,1495904095904
85225	42,6563095238095
15051	45,96
76377	44,9646103238866
15837	45,1220512820513
86865	44,0355526315789
50150	42,4721686223381
20750	43,8755736263736
41359	42,6022508741259
15293	42,0753846153846
73148	43,0664923076923
73854	42,6876322115385
18479	40,320541958042
15667	43,5307912087912
47205	38,9490975504942
13688	45,0464983664984
54398	42,1344353518822
70678	40,8946438746439
23090	42,4946949602122
23672	40,8395372596154
8832	41,6331523378582
68655	44,1896678321678
68745	44,4840769230769
27073	43,0486904761905
5134	43,2192307692308
5837	40,9174453686005
5628	40,9871177015755
5790	41,6198884140551
5819	40,7436420722135
5842	41,7284615384615
25258	41,7890180032733
25438	42,3334274586173
25489	42,7904437869822
25335	43,4276923076923
15810	44,0353846153846
20045	42,4094312354312
85325	46,7144481605351
73200	41,6992979835698
25293	43,2087912087912
5858	41,1899859287054
52250	40,4250969355847
52083	47,9219949281488
52258	44,7878217109993
52287	45,6317948717949
18205	44,7961538461538
99624	45,0553846153846
15494	44,4639609644087
15778	41,6043269230769
15664	44,1599730094467
5475	40,2023076923077
5480	41,4471960297767
47258	39,6724615384615
47745	42,7620537714713
73770	43,04
44098	40,4121893491124
44855	42,5409241837299
20060	41,1036485177291
85125	42,5395417348609
85410	44,7595681925437
8675	38,7558146577832
25099	44,9538673253352
25779	43,6176923076923
5792	42,0159171597633
41518	46,0238461538462
41791	43,5982636450686
5051	41,5951678708032
47707	41,1296305668016
68682	44,3527851458886
41349	42,8723393045311
50245	44,93150997151
27099	38,7758974358974
27615	39,0058351648352
19824	41,7655523423945
76845	44,362079002079
5125	40,0196966413868
5591	43,6910079575597
8141	39,5487912087912
8606	39,7707128768667
13670	41,6952516888211
15223	43,0205950653121
15224	45,501141439206
15511	46,5892307692308
15660	43,7284615384615
15776	44,8485174825175
15762	47,3161538461538
13030	40,9135627530364
13600	40,1245467032967
20383	41,8937307692308
20517	42,5157371794872
23168	41,3529397089397
25168	42
25518	42,9920315581854
41378	43,0665150093809
41676	43,8561043956044
41799	43,0549278846154
41872	42,2625506072875
47161	39,9315384615385
47570	38,7390223720503
50577	40,9830455259027
68092	44,4009686609687
70418	41,0067843232717
8549	40,4350572831424
19513	40,9829874776386
19585	42,2926421404682
19701	42,9660512820513
52254	44,3394694960212
52490	41,3034220907298
52256	45,3953283302064
5353	46,3123076923077
8770	41,3235951991271
15600	45,1274911242604
15806	45,9563640429338
15816	47,3446153846154
20238	43,1772527472527
20770	44,5376489707476
25295	45,7463600891862
25328	43,3357918552036
25592	42,9039560439561
25718	44,567682382134
27660	42,1485856079405
41206	42,995893970894
44560	41,1016542597188
47541	39,956904315197
68324	39,0498499061914
68867	43,2834615384615
85230	43,4704097771387
13667	41,6229138603332
19780	39,7879851116625
99524	44,108
5665	41,027973882881
52685	47,1006818181818
52405	41,3645634095634
52435	44,7108630393996
52540	45,4286585365854
73152	43,4664408725603
19693	41,9985264133457
52385	43,9196304675717
5044	42,8671794871795
8560	40,1197626841244
20570	43,2976287932251
20550	42,5955309872314
18460	41,7150512820513
27006	41,6876923076923
25653	41,7747793190416
25260	43,7362633637549
25797	42,4515680473373
20400	41,9196728334956
50124	41,9530769230769
54520	45,6777948717949
70523	40,4906288601909
68573	41,0098717948718
15212	41,8852539912917
44110	42,2043143812709
15377	43,6053846153846
13440	40,1917373103087
13248	40,0692230769231
73055	42,0752662721894
41483	42,9429032258065
41503	43,7269764957265
18029	43,9026433566434
18860	42,5526473526473
15218	43,2242603550296
68533	47,39
5147	44,3448005698006
50686	44,9592307692308
19760	43,5960805860806
5652	43,8860180995475
15236	42,2115384615385
15104	43,4093706293706
15109	44,4266176470588
15185	43,5461538461538
15442	43,7222245322245
15580	43,7275452488688
15690	43,4749684741488
18610	40,5540482398957
20250	41,9765004472272
27413	38,3038461538462
44378	41,1438636363636
41244	45,7853846153846
41770	43,6726830398517
47030	39,6893477282951
47605	39,1007692307692
50400	43,2609752747253
68255	42,9650054171181
68385	42,6605806451613
68855	44,4421245421245
15090	47,4354945054945
25612	43,0034298642534
5501	41,0829230769231
15368	41,8208695652174
85263	43,7170094191523
44090	40,7404114490161
95025	41,3664809206542
15135	48,2830769230769
52051	42,9376353276353
19364	40,0334376657825
25488	44,5470645446508
13222	39,6774024526198
13838	41,488745819398
15215	47,01
15362	45,1930769230769
15723	45,5553846153846
20032	42,2489193245779
23580	44,2167930660888
47268	39,5706771860618
50683	42,3821538461538
54553	42,5276923076923
54125	44,9453846153846
54673	41,7556068376068
41530	41,3813160333642
68298	41,8523076923077
68498	43,869185520362
70230	41,2192307692308
70233	41,6002358974359
70265	41,9146088099934
13042	40,0566615384615
13212	41,6238511166253
41660	43,6603981106613
13006	40,3929818181818
13873	40,5822292755788
47170	40,2294846153846
47980	39,7333898497952
19290	43,0007692307692
52480	43,9084615384615
44035	44,2178321678322
19821	41,2319347319347
19845	41,1779310344828
5873	38,4408676207513
54680	41,8976923076923
68271	43,2289920424403
68418	43,1998985629755
13268	41,617967032967
23350	42,2073973395026
15808	42,030041958042
25288	45,8817894736842
68549	45,4416524216524
68051	43,320446985447
70221	40,0021589588659
54109	42,6351452991453
54250	41,0969230769231
68179	45,2116153846154
50350	43,2245263157895
50568	43,0178724202627
27491	40,8953846153846
15401	45,2876923076923
85430	42,29442002442
68217	42,0542840236686
23079	41,2320763851533
19050	43,5285174825175
52390	38,7561538461538
25530	43,5479289940828
25368	40,4769230769231
25095	43,6584615384615
25580	42,3856923076923
25781	44,0908450704225
13188	41,5662789243277
15764	45,6942928039702
15507	42,9194983277592
15092	44,9025044722719
15522	42,5959181141439
15621	43,6740446650124
50330	41,4580106100796
50270	43,6784615384615
68176	43,3244230769231
81300	44,3728271213323
27160	39,1230769230769
68013	46,48
50590	42,1336223776224
15822	44,1492307692308
81220	43,2346153846154
54344	42,8553846153846
99773	41,5284149184149
52473	40,9876923076923
19785	42,7230636604775
15518	44,0683760683761
27050	38,9234525939177
47703	40,1065782493369
23500	41,4577898550725
81591	43,9338461538462
68020	43,9426556776557
5390	41,1315592515592
5107	42,9838461538462
25483	40,269205955335
25224	43,5036057692308
15832	43,3630769230769
15187	42,9938461538462
13810	39,9658628935831
13683	38,9680990274094
23419	41,9465177337632
27580	38,2938056680162
41801	46,04
68322	44,190989010989
68705	43,2698662207358
68169	46,7338461538461
68296	42,3782051282051
68425	43,1448837209302
50680	42,7365254969749
50251	44,0566362451108
47545	40,2723381568926
73622	42,6921245421245
85015	41,0987179487179
13160	40,9925641025641
23574	41,016820966644
86571	42,8023164335664
52520	39,514188034188
13580	37,9052917771883
13300	39,7463988603989
15839	43,6041666666667
18150	44,707090729783
68245	44,7970629370629
68235	42,0195051102743
68132	43,0947076923077
18756	40,7067521367521
23300	42,1075735992403
15500	45,2661538461539
15681	41,3285456730769
15232	41,8261823361823
25823	41,0124786324786
27800	40,0676833631485
44420	43,4338461538462
47960	40,2988507877664
70771	40,3037083333333
25324	40,3670085470085
85136	44,96
18785	42,8622948717949
68344	42,0122701688555
52427	40,3484615384615
13458	41,1246153846154
15226	46,8092307692308
47460	40,280067624683
47660	39,6479833679834
25086	41,1035576923077
68250	43,2828571428571
68673	41,4253375196232
54385	44,2626153846154
27372	40,1384615384615
27077	39,6119800569801
50450	40,9605071851226
50370	44,225016722408
54051	42,6526236263736
85279	42,4038461538462
85315	45,9030769230769
95015	42,7795500725689
13062	39,1789458689459
27025	37,5055538461538
86757	42,8384289044289
52621	39,1759090909091
13655	40,8095248868778
68264	42,0706293706294
68121	43,8909925558313
91405	39,38
27745	37,7061538461539
27135	39,9250620347395
52696	41,2523076923077
5674	43,9837604331153
13620	41,828785046729
15476	43,2455509355509
50110	42,0861538461538
68160	42,1435198135198
68524	44,2985897435897
91540	39,3518714121699
52699	46,1554751131222
27250	39,2434757834758
68209	40,2940854700855
73461	43,0927243589744
97161	42,0730769230769
27600	37,5898992673993
68522	42,6123076923077
68720	42,7268734491315
27430	38,8469450549451
91798	40,5046153846154
27450	38,0285411140584
15550	42,4476923076923
50325	41,45
97889	39,5015384615385
47720	38,0260256410256
91407	40,1292307692308
95200	44,1066666666667
27150	39,8815384615385
52694	43,8361538461538
15533	43,8460355029586
27810	40,0592307692308
91669	41,2461538461538
19533	41,4646153846154
27425	38,2830769230769
27086	40,0507692307692
97666	43,1307692307692
68370	36,3846153846154
19300	38,1538461538461
